team names,name,description,gender,series_number,series_total,attributes,uuid,hash
,sinzu-money,Sinzu loves spending money on flashy things.,Male,31,420,hair: none; eyes: blue; teeth: white complete teeth and a brown tooth; clothing: purple and yellow kaftan; accessories: green-stripped fila cap; expression: strength; strength: generous; weakness: aggressive ,942f8347-9932-4331-bd15-d0f3a048b54f,68770cec1ffedbde2f84b92519fb9be3340b75dbce53cf5175439474f0f6ffb5
,obinna-the-palmwine tapper,Obinna taps palmwine for a living.,Male,32,420,hair: none; eyes: black; teeth: none; clothing: yellow; black and a touch of pink ankara: black and a touch of pink ankara; accessories: cap; expression: happy; strength: contentment; weakness: naive,0f1af056-2548-4407-bed4-abc11deae05d,93cae3be82a6fb71b34eed1ed5c4e8e79e6c68bf4151ecb34743a0de20dc0b66
,aminu-maikudi,Aminu is a wealthy man from a family with generational wealth. ,Male,33,420,hair: none; eyes: black; teeth: none; clothing: maroon and yellow agbada; accessories: cap; expression: unbothered; strength: confidence; weakness: selfishness,0129e7a5-e3d0-4675-92d0-1a1e55d11612,4d3748d62e6e9a1a025c5fbdd8925ea75fcacd1f3cf4cde74c8ae1fedd46f4bb
,sabinus-the-town crier,Sabinus delivers messages to his town people.,Male,34,420,hair: none; eyes: black; teeth: two white teeth with diastema; clothing: orange ankara with touches of blue; accessories: cap; expression: happy; strength: dexterity; weakness: impatience,01d4ce96-818e-44b1-8813-68a7d34b35ba,7d58beb3758cdec48fb571180d07707e3b0fbba61846e7e114e068207767c82d
,adisa-ibadan,Adisa is an elegant man and he is adored by his people.,Male,35,420,hair: none; eyes: black; teeth: none; clothing:abeti-aja cap; expression: mischievous; strength: independent; weakness: bossy,3a925f27-35f6-4dbf-9960-c6527fae5f3e,d777d768c6197aa1a2ed01c685c29288045e8cd344623ae8a84163ed28ebdc2c
,linda-the-navigator,Linda knows how to make a way for herself and the people around her.,Female,36,420,hair: blonde; eyes: none; teeth: none; clothing:multicolored; accessories: glasses; expression: confused; strength: creative; weakness: insecure,71f335a6-5a4f-4410-9cea-179336f0e498,46d753cee912a1f803fa8fa1ca9823e2f5ac7e90a9b3b1064dc263eb8c0fba28
,kemi-the-iron lady,Kemi the strongest woman known to the town of Igbede people.,Female,37,420,hair: ginger; eyes: none; teeth: none; clothing: ankara; accessories:glasses and a pipe; expression: cool; strength: disciplined; weakness: perfectionist,35b11a31-5b92-49f4-8fb1-30f255d22054,47386238feabe6d5f53f5bbc3aebc1f157e0508f577cbbdcda6a6413b3f8c36b
,mercy-the-sassy lady,Mercy is a confident woman and never hesistate to show it.,Female,38,420,hair: brown; eyes: none; teeth:none; clothing: ankara; accessories: glasses; expression: sassy; strenght: creative; weakness: sensitive,7a3c70ac-927f-4a63-a3df-ab86dd27cd0f,caeeaf490be12af51c2896d8505bf3d717ca66cbe36cc9d991473234fbb99764
,sandra-money,Sandra likes getting and spending money.,Female,39,420,hair: brown; eyes: none; teeth:none; clothing:yellow and black; accessories: glasses; expression: confused; strength: brave; weakness: overthinker,1bd95fb0-7b2e-4354-bebd-22f9cf70a1ca,733a1b13b3d8b6950dc5af3964b632099668a684614d53d78838292ea56d8db8
,bimpe-the-fashionista,Bimpe loves wearing trendy clothes and looking gorgeous.,Female,40,420,hair: blonde; eyes: none; teeth:gap teeth; clothing: black cold shoulder shirt; accessories: glasses; expression: shocked; strength: intelligent; weakness: procrastination,92b548b7-998b-46b6-8198-80d407209483,516fd16bdef95f87306e41f319c5ba21b8b9dcd77b01fae6d6ef02b0802945d4
TEAM ENGINE,kim-rich-aunty,She loves spoiling her nieces and nephew.,Female,41,420,hair: pink; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength:brave; weakness:food,3344a73c-f15e-4afd-a1b2-3199e27eb08f,44cf887b6ebfd5ee70e0f913e622e013c3a70f6aadf9ebb4eaf8ebe418a1cb3c
,barbra-stark,She loves fine dining and spends time with family.,Female,42,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength:brave; weakness:food,4f31fd99-4918-42a9-a112-fa60ef36d5c6,b449363297d70f25fc4b343dff0e71b7b9603fc3b713eefb2a2d03290784d785
,jean-art-dolger,Loves collecting art for charity.,Female,43,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: creative; weakness: food,5e1105d9-e485-462d-a5bf-1eb931976b13,2313ca9f9260f2152011a6530c87ac166e1ae6c460b045208d14e1d08c64f8ea
,flora-burger- eater,She loves eating burgers.,Female,44,420,hair: blue; eyes: brown; teeth: gap; clothing: stripes; accessories: none; expression: frowning; strength: prayerful; weakness: food,054dffd1-cdff-417b-b6c2-a679dabd087b,ddc0644646b126b3b5740be8983649d253a14e6e24552e6100af757b261b0cef
,jessie-lord-rings,She loves her  (precious) jewelry.,Female,45,420,hair: blue; eyes: brown; teeth: none; clothing: satin; accessories: none; expression: smiling; strength: kind; weakness: shy,caacabe1-0abc-43af-92e2-2231248bff93,2592757bb051037c7728ddf58ee4595f6039bf29b0f5b7393d54211b9425f402
,pinky-monky-ponk,She love to dance the honky tonk.,Female,46,420,hair: maroon; eyes: blue; teeth: none; clothing: linen; accessories: none; expression: smiling; strength: brave; weakness: chips,bd6a4b38-543e-40fa-9153-f7e1a947ebb1,7df8cf38a4e0065dfbf87300bfd06cc5c9f93393ce1acefc8eadbb2ff2acd593
,wanjiru-hippie-glitter,A hippie that loves her glitters.,Female,47,420,hair: blue; eyes: brown; teeth: none; clothing: wool; accessories: none; expression: smiling; strength: none; weakness: babies,683f0d27-3cb4-4948-b1b5-09f10bee575a,e35be36768de324313190bf8114b04cbefa481f9659096d129d1f6c938db5ded
,njoki-binary-coder,She codes with the best language and tops the set.,Female,48,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: none; weakness: none,9b59bdb4-0c6c-4107-9d72-6d38d308edb4,0613283061eb1583ffed3744f4f78c21a7d6f40778e7142e6092265d1c7ba329
,wangu-calaba-hustler,She is a passionate hustler you should be careful with her.,Female,49,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: flying,67f7da93-3925-4def-b660-58f558c14a19,a397edfded7d282044ec2f1ededd365e7b6d049cf458edf41c4195e482720a26
,lulu-dey-kpako,She's is as enthusiastic as she is beautiful.,Female,50,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: loving; weakness: makeup,23b6c38f-ab84-4565-bfe9-d9eb019c9f29,9d065870184b41aff9dd43c51dab6c1bef9ac915b7c2d14e6809c9e6eb05a940
,kiki-cala-flier,She flies first class and gets the best deals.,Female,51,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: kittens,d24aefff-c9fc-4ea9-a7cf-1b741076c822,88eb4c2d1fc154b239bd8b825592fb7b4e4078a4edb6c6c343bc80fa7304bf48
,purity-nft -investor,She is an angel investor looking for the next big thing.,Female,52,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: clothes,ee86ef77-4793-411a-88d3-ea54d84f6b24,f37c60c6ef3c160af1d5cc6975a511709479e0bfe6b845a13639f49077f928cb
,june-binary-monk,She has a twin from Tibet and they always play together .,Female,53,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: money,102c4cdb-f812-44fd-bf47-5065284c6075,ad204221314a13e81f49687e8acd57536f8b87a23adece3c90b8a6a42a2a9d65
,aisha-flying-damsel,She is always a damsel in distress and loves to fly.,Female,54,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: food,c4071af3-b49e-4ad6-898b-7828f90465fb,fbf453edfc9e98a22e66a2a4fde1a34f97671895f9d15edc0390fc17c283f915
,bobo-crypto-lovely,She is a crypto guru you can trust all through.,Female,55,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: water,427ea0f5-30a3-4d70-a5bd-a6106409b83c,0dbbcf50170fbdbd878d2ff11c82807da1b76ad7a859bf606739ee478a90d927
,nell-light -embrace,She is an empathy ready with a kind word or hug.,Female,56,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: love,9dfe30b4-c71a-471c-8091-f5c4a238eed8,4d32167a174369b3ceea144387ab016d7056ae57ca893eb7496de6c2c84ad219
,rachel-mood-silent,Introvert  to the core a mysterious lady.,Female,57,420,hair: blue; eyes: brown; teeth: none; clothing: ankara; accessories: none; expression: smiling; strength: brave; weakness: walls,11450acd-f0d7-406f-bc18-bdb680404845,6a7bf0e97dade27935cd4614eb9ad9c586a735977f5ec77b8732257c65dcba53
,nana-reflector-agent,She loves her chrome fashion style.,Female,58,420,hair: pink; eyes: blue; teeth: none; clothing: ankara; accessories:none; expression: smiling; strength: brave; weakness: shy,63bda633-bfca-4b28-823f-7772936b4103,bb974a9e32f0d1f98f690a0bf9c545c8941c1258b293642da9caef577f41b3b4
,bree-busy-gossip,Never whisper your secrets to her except you want the world to know.,Female,59,420,hair: blue; eyes:white; teeth: none; clothing: glitter; accessories:none; expression: frowm; strength:goodlistener; weakness:height,4f5898d9-fc99-4053-a56c-b2ec1ef41347,b644103431dfcff2fc533c812e0671e25190afdfd8dcdeca99acbcd3d319786d
,jude-shadow-fighter,A ninja warrior; the last samurai standing.,Female,60,420,hair: white; eyes:brown; teeth: none; clothing: ankara; accessories:chain; expression: smiling; strength:brave; weakness:water,a47b2ed7-d4aa-4404-ac40-0ecea464cf3f,a195505315b203524496f1dc8d3f331d0cadb9e2be75cc0a3041f65e79927920
TEAM GRIT,toy-soldier,A man stronger than an army.,Male,61,420,hair: bald; eyes: closed; teeth: none; clothing: overall; accessories: nose mask; expression: happy; strengths: powerful; weakness: sentimental,fc8ea3ac-59d1-11ed-9b6a-0242ac120002,82ef042423fdb3b165c53c707043579917be513b22e2753397a7e482ea8dfb92
,pipey-rivers,A man who loves the water so much and fixes it's path.,Male,62,420,hair:bald; eyes: opened; teeth:none; clothing: overall; accessories: nose mask; strengths: calculative; weakness: public speaking,58f69cae-59d1-11ed-9b6a-0242ac120002,59cfa82e9e6208bcf4a880443e1e0aef5313f9f8db03eb806b76ecd25f6a4de1
,phiri-of-zambia,An african woman with strength and beauty.,Female,63,420,hair: purple buns; eyes:nose; teeth: none; clothing: adire; accessories: sunglasses; expression: jiggy; strengths: free spirit; weakness: blind ,24b537fa-59d3-11ed-9b6a-0242ac120002,cb443e01c4f035c95db18b956fc3e3b4642cd127b46c819b24ad885dca9c7a29
,patrick-of-bikinibottom,A white man who loves the african culture and associates with their dressing.,Male,64,420,hair: bald; eyes: opened; teeth: none; clothing: kente; accessories: nose mask; expression: confused; strength: adaptation; weakness: fluency,064c7b84-59d3-11ed-9b6a-0242ac120002,bc5703cf815a194b78fbdc0d9eb08b024c6d089b2699eb172b1585914a10b060
,nobuhle-of-zulu,A woman; well endowed with beauty.,Female,65,420,hair: brown bun; eyes: none; teeth: none; clothing: iqoyi; accessories: sunglasses; expression: astonished; strength: cool headed; weakness: pressure,1ee5b1ce-59d3-11ed-9b6a-0242ac120002,f02e01d5efe0b27a2abd18850d1cbf12023af6433c8d28f6458f5167ec484088
,nkosazana-of-xhosa,An african princess; always proud of her culture.,Female,66,420,hair: ginger afro; eyes:none; teeth: gap teeth; clothing:umbaco; accessories: sunglasses; expression: fufilled; strength: confidence; weakness: endurance,2f1a1724-59d3-11ed-9b6a-0242ac120002,8983fa5ae6d7fc1f6373fca30c6ac688dfceaa06e34ec49622252e9d41e0b374
,mandla-of-zulu,A simple and introverted guy who keeps to himself.,Male,67,420,hair: bald; eyes: opened; teeth: none; clothing: eshowe; accessories: nose mask; expression: irritated; strength: strong willed; weakness: relationship,d04553b2-59d7-11ed-9b6a-0242ac120002,98747138ac05cf6b31a62786d7b514427a82067b33bc676e7dcc2d12d822129e
,john-doe,A principled guy who is conscious of his health and ensures protection from infection.,Male,68,420,hair: bald; eyes: opened; teeth: none; clothing: ankara; accessories: nose mask; expression: cold; strength: cleaniness; weakness: perfectionist,5d19795e-59d2-11ed-9b6a-0242ac120002,bd5fde2ec751ff408a00305afdc224fe452eea4a469df5517d780d9e4993b335
,ghost-of-power,A woman; stronger than ten men combined.,Female,69,420,hair: black tied with scalf; eyes: none; teeth: none; clothing: iqoyi; accessories: sunglasses and pipe; espression: ruthless; strength: badass; weakness: cancer,29c764ca-59d3-11ed-9b6a-0242ac120002,b75d3e5a90ab5f79706394facaa9d1edbbd7e7adb3ee589fb56a0c6694af5863
,freida,A man who is always peaceful.,Male,70,420,hair: bald; eyes: closed; teeth: none; clothing: overall; accessories: nose mask; expression: calm; strength: peaceful; weakness: anger,ee671c4a-59d2-11ed-9b6a-0242ac120002,0c9fd0b68a039dcd6bfe003d6fe121bbed0244835b1d5c1f261416a365e86e35
,flamboyant-tree,A beautiful african woman; billionaire in the making.,Female,71,420,hair: one bun dark brown; eyes: none; teeth: none; clothing: kente; accessories: sunglasses; expression: happy; strength: beauty; weakness: lover girl,380e4990-59d3-11ed-9b6a-0242ac120002,4175af1c085d29bd38e297089d5d66d69eccb81e390f1ddd6c8ff755c8c6860e
,david-of-accra,A combatant who fights and defends his people,Male,72,420,hair: bald; eyes: opened; teeth: none; clothing: kente; accessories: nose mask; expression: angry; strength: super powerful; weakness: sleeping,1c1ef1b4-59d1-11ed-9b6a-0242ac120002,62d4246d2014e93b2c328ec6f1ff8d22f96423fe3ba3e4efdf22070e7ab77c27
,cally-lily,A man who is a breathe of fresh air.,Male,73,420,hair: male; eyes: opened; teeth: none; clothing: overall; accessories: nose mask; expression: confused; strength: calm; weakness: sun,82bba87c-59d1-11ed-9b6a-0242ac120002,aa8937b279a2b99da546b2e19fb6400d4f455caccbf4916361d0f514ac1e4142
,bubune-of-accra,A man with honor; always conscious of his health.,Male,74,420,hair: bald; eyes: closed; teeth: none; clothing: kente; accessories: nose mask; expression: happy;  strength: clean; weakness: foodie,faa4b530-59d2-11ed-9b6a-0242ac120002,abc480490a761a24fb1ba954de955da3448c9d69c71687c9058b2153b400ee00
,bediako-of-accra,A strong man; always ready to fight for what is right.,Male,75,420,hair: bald; eyes: opened; teeth: none; clothing: balck with kente; accessories: nose mask; expression: suspicious;  strength: activist; weakness: irrational,fb6e8222-59d0-11ed-9b6a-0242ac120002,7a707bf3f2e52922149b79b3871eb1e3393359f65033a776d18dd6b755c556ac
,avatar-aang,A man who is ready to save the world.,Male,76,420,hair: bald; eyes: opened; teeth: none; clothing: kaftan; accessories: nose mask; expression: soothing; strength: mind games; weakness: insomia,169f93a0-59d2-11ed-9b6a-0242ac120002,37f44eadc2faba0a4f4fdc6ece32902afca936becbef20d23fb8f6419db6ea5e
,argus-greek,A man who you will always find on the look out.,Male,77,420,hair: bald; eyes: opened; teeth: none; clothing: overall; accessories: nose mask; expression: suspicious; strength: strong;  weakness: lateness,e7f26b26-59d2-11ed-9b6a-0242ac120002,cdabe38585fe9375950ee9980709867be685ef0440e3fbd54dce1b2ad8853db8
,amahle-of-zulu,A traditional man; feeling fulfilled.,Male,78,420,hair: bald; eyes: closed; teeth: none; clothing: ankara print; accessories: nose mask; expression: excited; strength: conversationist; weakness: traditionalist,169f93a0-59d2-11ed-9b6a-0242ac120002,b4525001555fa07557626fb0c511fb53a60328f05a1c33ff05e2252fa39cc10f
,agnar-ole,A man who feels like an outcast and always has a battle with his mind.,Male,79,420,hair: bald; eyes: opened; teeth: none; clothing: overall; accessories: nose mask; expression: furious; strength: strong willed; weakness: crying,f3f11fd0-59d2-11ed-9b6a-0242ac120002,7ab48104fb4cbd38a0a794529edd780d791cf2e5e6769ab6c4f0e11f42f5293b
,adom-kulu,A ghanaian model; proud of his culture.,Male,80,420,hair: bald; eyes: opened; teeth: none; clothing: kente; accessories: nose mask; expression: irritated;  strength: height;  weakness: pride,00f6589e-59d3-11ed-9b6a-0242ac120002,e7b4c0b7fcb89e1a454c9c8488535e8ea0591c3a6359a92ca3b708adefcd6ae5
TEAM PRYBAR,segun-baller,A man who loves to have fun.,Male,81,420,hair: black; eyes: black; teeth: none; clothing: kente; accessories: glasses; expression: cool; strength: jovial; weakness: nonchalant,58ac5cf6-b644-41c6-af79-ec9aa5f6bdd1,95b71710d545562938d196985cfce70ba017febd7a10d5e5abe02eb28626a941
,bolanle-pepper-dem,A lady that loves to show off.,Male,82,420,hair: bald; eyes: back; teeth: none; clothing: kente; accessories: glasses; expression: proud; strength: strong; weakness: big spender,46966104-775b-4443-90bb-b35afd121653,e4286c7683d3f3c8203db7512210e1de7c6b417dd2157efa7bdc7e722d171314
,tayo-tailor,A professional fashion designer.,Male,83,420,hair: black; eyes: black; teeth: none; clothing: orange shirt; accessories: glasses; expression: inquisitive; strength: creativity; weakness: opinionated,70828783-ac38-48cf-b966-cfebc92ebd86,55044fff333848e4201a4cb651ae62a5acefb4c221e1318115bbd6b642c5101d
,ajasco-comedian,A newbie comedian.,Male,84,420,hair: black; eyes: black; teeth: none; clothing: green shirt; accessories: glasses; expression: bold; strength: optimistic; weakness: unobservant,8bebdb3a-f0a8-47ba-892f-39aa275fbd0d,3ff5bbaf3b2d158f13a61762f595076a45cbff9cb6a928bfccd1c130ada68f81
,tobi-babyboy,A guy who does not like stress.,Male,85,420,hair: black; eyes: black; teeth: none; clothing: white shirt; accessories: glasses; expression: friendly; strength: outgoing; weakness: lacks boundaries,3da592d4-5dec-4bc5-8412-f1b2a0269f95,e9c51985e8eaf4d94cc4fa54f4cc9b4e9ff29b1126b91f235b449a7263923780
